Zip Code,School,Math Proficiency,Reading Proficiency,Grades,Location,Distance,Students,Telephone,Details
19104,Rhoads James School,7,20,K~8,"4901 Parrish St Philadelphia, PA 19139",1.1,522,(215) 581-5504,https://www.publicschoolreview.com//rhoads-james-school-profile
19104,West Phila. Achievement Ces,10,30,K~5,"6701 Callowhill Street Philadelphia, PA 19151",1.1,690,(215) 476-6471,https://www.publicschoolreview.com//west-phila-achievement-ces-profile
19104,The Workshop School,10,24.5,9~12,"221 S Hanson St Philadelphia, PA 19139",1.2,239,(215) 605-6850,https://www.publicschoolreview.com//the-workshop-school-profile
19104,Greenfield Albert M School,66,82,K~8,"2200 Chestnut St Philadelphia, PA 19103",1.3,614,(215) 299-3566,https://www.publicschoolreview.com//greenfield-albert-m-school-profile
19104,Science Leadership Academy,72,82,9~12,"2130 Arch St. Philadelphia, PA 19103",1.3,498,(215) 979-5620,https://www.publicschoolreview.com//science-leadership-academy-profile
19104,Bache-martin School,27,36,PK~8,"2201 Brown St Philadelphia, PA 19130",1.4,490,(215) 684-5074,https://www.publicschoolreview.com//bache-martin-school-profile
19104,Morris Robert School,7.5,22,PK~8,"2600 W Thompson St Philadelphia, PA 19121",1.4,291,(215) 684-5087,https://www.publicschoolreview.com//morris-robert-school-profile
19104,Freire Charter School,24,53,5~12,"2027 Chestnut Street Philadelphia, PA 19103",1.5,977,(215) 557-8555,https://www.publicschoolreview.com//freire-charter-school-profile
19104,Kelley William D School,11,19,PK~8,"1601 N 28th St Philadelphia, PA 19121",1.5,402,(215) 684-5071,https://www.publicschoolreview.com//kelley-william-d-school-profile
19104,Russell Byers Charter School,14,41,PK~7,"1911 Arch St Philadelphia, PA 19103",1.5,579,(215) 972-1700,https://www.publicschoolreview.com//russell-byers-charter-school-profile
19104,Global Leadership Academy Cs Southwest A,4,17,K~8,"5200 Pine Street Philadelphia, PA 19143",1.6,592,(267) 295-5700,https://www.publicschoolreview.com//global-leadership-academy-cs-southwest-a-profile
19104,Vaux High School: A Big Picture School,21.7,36.5,9,"2300 W Master St Philadelphia, PA 19121",1.6,118,(215) 400-4000,https://www.publicschoolreview.com//vaux-high-school-a-big-picture-school-profile
19104,Waring Laura W School,17,32,PK~8,"1801 Green St Philadelphia, PA 19130",1.6,287,(215) 684-5073,https://www.publicschoolreview.com//waring-laura-w-school-profile
19104,Blaine James G School,16,23,PK~8,"3001 W Berks St Philadelphia, PA 19121",1.7,512,(215) 684-5085,https://www.publicschoolreview.com//blaine-james-g-school-profile
19104,Discovery Charter School,15,46,K~8,"4700 Parkside Philadelphia, PA 19131",1.7,734,(215) 879-8182,https://www.publicschoolreview.com//discovery-charter-school-profile/19131
19104,Global Leadership Academy Charter School,11,33,K~8,"4601 Girard Avenue Philadelphia, PA 19131",1.7,699,(267) 295-5700,https://www.publicschoolreview.com//global-leadership-academy-charter-school-profile
19104,Kipp Dubois Charter School,32,37,9~12,"5070 Parkside Avenue Philadelphia, PA 19131",1.7,525,(215) 307-3465,https://www.publicschoolreview.com//kipp-dubois-charter-school-profile
19104,Masterman Julia R Sec School,97,99,5~12,"1699 Spring Garden St Philadelphia, PA 19130",1.7,"1,197",(215) 299-4661,https://www.publicschoolreview.com//masterman-julia-r-sec-school-profile
19104,Comegys Benjamin B School,5,17,K~8,"5100 Greenway Ave Philadelphia, PA 19143",1.8,493,(215) 727-2162,https://www.publicschoolreview.com//comegys-benjamin-b-school-profile
19104,Gideon Edward School,7.5,14,PK~8,"2817 W Glenwood Ave Philadelphia, PA 19121",1.8,277,(215) 684-5072,https://www.publicschoolreview.com//gideon-edward-school-profile
19104,Mastery Cs -shoemaker Campus,16,40,7~12,"5301 Media Street Philadelphia, PA 19144",1.8,772,(267) 296-7111,https://www.publicschoolreview.com//mastery-cs-shoemaker-campus-profile
19104,Universal Daroff Charter School,9,22,K~8,"5630 Vine Street Philadelphia, PA 19146",1.8,692,(215) 732-6518,https://www.publicschoolreview.com//universal-daroff-charter-school-profile
19104,Arthur Chester A School,32,42,K~8,"2000 Catharine St Philadelphia, PA 19146",1.9,253,(215) 875-5774,https://www.publicschoolreview.com//arthur-chester-a-school-profile
19104,Franklin Learning Center,37,57,9~12,"616 N 15th St Philadelphia, PA 19130",1.9,879,(215) 684-5916,https://www.publicschoolreview.com//franklin-learning-center-profile
19104,Math Civics And Sciences Charter School,37,57,1~12,"447 N Broad St Philadelphia, PA 19123",1.9,986,(215) 923-4880,https://www.publicschoolreview.com//math-civics-and-sciences-charter-school-profile
19104,The Sd Of Philadelphia Virtual Academy,13,36,6~12,"440 North Broad St Philadelphia, PA 19130",1.9,434,(215) 400-3110,https://www.publicschoolreview.com//the-sd-of-philadelphia-virtual-academy-profile
19104,Universal Alcorn Charter School,17,32,K~8,"3200 Dickinson Street Philadelphia, PA 19146",1.9,629,(215) 952-6219,https://www.publicschoolreview.com//universal-alcorn-charter-school-profile
19104,Boys Latin Of Philadelphia Charter School,25,43,6~12,"5501 Cedar Avenue Philadelphia, PA 19143",2,826,(215) 387-5149,https://www.publicschoolreview.com//boys-latin-of-philadelphia-charter-school-profile
19104,Franklin Benjamin High School,12,33,9~12,"550 N Broad St Philadelphia, PA 19130",2,484,(215) 299-4662,https://www.publicschoolreview.com//franklin-benjamin-high-school-profile
19104,Hamilton Andrew School,7.5,22,K~8,"5640 Spruce St Philadelphia, PA 19139",2,519,(215) 471-2911,https://www.publicschoolreview.com//hamilton-andrew-school-profile
19104,Harrington Avery D School,11,26,K~8,"5300-34 Baltimore Ave Philadelphia, PA 19143",2,460,(215) 471-2914,https://www.publicschoolreview.com//harrington-avery-d-school-profile
19104,Heston Edward School,11,26,PK~8,"1621 N 54th St Philadelphia, PA 19131",2,562,(215) 581-5514,https://www.publicschoolreview.com//heston-edward-school-profile
19104,People For People Charter School,2,12,K~12,"800 North Broad Street Philadelphia, PA 19130",2,499,(215) 763-7060,https://www.publicschoolreview.com//people-for-people-charter-school-profile
19104,Philadelphia Electrical & Technical Chs,11,21,9~12,"1420-22 Chestnut Street Philadelphia, PA 19102",2,615,(267) 514-1824,https://www.publicschoolreview.com//philadelphia-electrical-technical-chs-profile
19104,Strawberry Mansion High School,32,57,9~12,"3133 Ridge Ave Philadelphia, PA 19132",2,277,(215) 684-5089,https://www.publicschoolreview.com//strawberry-mansion-high-school-profile
19104,Universal Audenried Charter School,7.5,17,9~12,"3301 Tasker Street Philadelphia, PA 19145",2,608,(215) 952-4801,https://www.publicschoolreview.com//universal-audenried-charter-school-profile
19104,Alliance For Progress Charter School,17,47,K~8,"1821-39 Cecil B Moore Avenue Philadelphia, PA 19121",2.1,468,(215) 232-4892,https://www.publicschoolreview.com//alliance-for-progress-charter-school-profile
19104,Barry Community John School,20,42,PK~8,"5900 Race St. Philadelphia, PA 19132",2.1,652,(215) 581-5501,https://www.publicschoolreview.com//barry-community-john-school-profile
19104,Dick William School,8,15,K~8,"2498 W Diamond St Philadelphia, PA 19121",2.1,513,(215) 684-5081,https://www.publicschoolreview.com//dick-william-school-profile
19104,Frederick Douglass Mastery Charter School,3,13,K~8,"2118 West Norris St. Philadelphia, PA 19144",2.1,749,(267) 443-0673,https://www.publicschoolreview.com//frederick-douglass-mastery-charter-school-profile
19104,Meade Gen George C School,14,30,PK~8,"1600 N 18th St Philadelphia, PA 19121",2.1,394,(215) 684-5062,https://www.publicschoolreview.com//meade-gen-george-c-school-profile
19104,Parkway Center City Middle College,8,13,9~12,"540 N 13th Street Philadelphia, PA 19123",2.1,476,(215) 299-8801,https://www.publicschoolreview.com//parkway-center-city-middle-college-profile
19104,Sayre William L Middle School,82,92,9~12,"5800 Walnut St Philadelphia, PA 19139",2.1,415,(215) 471-2904,https://www.publicschoolreview.com//sayre-william-l-middle-school-profile
19104,Stanton Edwin M School,12,17,PK~8,"1700 Christian St Philadelphia, PA 19146",2.1,269,(215) 875-3185,https://www.publicschoolreview.com//stanton-edwin-m-school-profile
19104,Folk Arts-cultural Treasures Charter School,17,37,K~8,"1023 Callowhill St Philadelphia, PA 19123",2.2,505,(215) 569-2600,https://www.publicschoolreview.com//folk-arts-cultural-treasures-charter-school-profile
19104,Mastery Cs-harrity Campus,57,68,K~8,"5601 Christian Street Philadelphia, PA 19144",2.2,838,(215) 471-2908,https://www.publicschoolreview.com//mastery-cs-harrity-campus-profile
19104,Mitchell Elementary School,20,35,PK~8,"5500 Kingsessing Ave Philadelphia, PA 19143",2.2,511,(215) 727-2160,https://www.publicschoolreview.com//mitchell-elementary-school-profile/19143
19104,Spring Garden School,6,21,K~8,"685 N 12th St Philadelphia, PA 19123",2.2,262,(215) 684-5070,https://www.publicschoolreview.com//spring-garden-school-profile/19123
19104,Universal Bluford Charter School,17,27,K~6,"5801 Media St. Philadelphia, PA 19146",2.2,519,(215) 732-6518,https://www.publicschoolreview.com//universal-bluford-charter-school-profile
19104,Universal Institute Charter School,14,30,K~9,"800 S 15th Street Philadelphia, PA 19146",2.2,625,(215) 732-7988,https://www.publicschoolreview.com//universal-institute-charter-school-profile
19104,Wright Richard R School,16,36,PK~5,"2700 W Dauphin St Philadelphia, PA 19132",2.2,371,(215) 684-5076,https://www.publicschoolreview.com//wright-richard-r-school-profile
19104,Youth Build Phila Charter School,17,27,12,"1231 N Broad St 5th Floor Philadelphia, PA 19122",2.2,259,(215) 627-8671,https://www.publicschoolreview.com//youth-build-phila-charter-school-profile
19104,Creative And Performing Arts,21.7,36.5,9~12,"901 S Broad St Philadelphia, PA 19147",2.3,703,(215) 952-2462,https://www.publicschoolreview.com//creative-and-performing-arts-profile
19104,Independence Cs West,62,77,K~5,"5600 Chester Avenue Philadelphia, PA 19143",2.3,400,(215) 724-5600,https://www.publicschoolreview.com//independence-cs-west-profile
19104,Jackson Andrew School,17,37,PK~8,"1213 S 12th St Philadelphia, PA 19147",2.3,602,(215) 952-6223,https://www.publicschoolreview.com//jackson-andrew-school-profile
19104,Longstreth William C School,32,47,PK~8,"5700 Willows Ave Philadelphia, PA 19143",2.3,428,(215) 727-2158,https://www.publicschoolreview.com//longstreth-william-c-school-profile
19104,Mastery Cs - Hardy Williams,8,25,K~12,"5400 Warrington Street Philadelphia, PA 19144",2.3,"1,229",(215) 724-2343,https://www.publicschoolreview.com//mastery-cs-hardy-williams-profile
19104,Childs George W School,18,41,PK~8,"1599 Wharton St Philadelphia, PA 19146",2.4,550,(215) 952-6213,https://www.publicschoolreview.com//childs-george-w-school-profile
19104,Mastery Cs - Mann Campus,19,31,K~6,"5376 W. Berks Street Philadelphia, PA 19144",2.4,563,(215) 581-5616,https://www.publicschoolreview.com//mastery-cs-mann-campus-profile
19104,Academy At Palumbo,27,44,9~12,"1100 Catharine St Philadelphia, PA 19147",2.5,916,(215) 351-7618,https://www.publicschoolreview.com//academy-at-palumbo-profile
19104,Allen Dr Ethel School,82,95,PK~8,"3200 W Lehigh Ave Philadelphia, PA 19132",2.5,450,(215) 227-4404,https://www.publicschoolreview.com//allen-dr-ethel-school-profile
19104,Bryant William C School,3,14,PK~8,"6001 Cedar Ave Philadelphia, PA 19143",2.5,441,(215) 471-2910,https://www.publicschoolreview.com//bryant-william-c-school-profile
19104,High School Of Engineering & Science Carver High School,3,15,7~12,"1600 W Norris St Philadelphia, PA 19121",2.5,889,(215) 684-5079,https://www.publicschoolreview.com//high-school-of-engineering-science-carver-high-school-profile
19104,Mcdaniel Delaplaine School,77,93,K~8,"1801 S 22nd Street Philadelphia, PA 19145",2.5,422,(215) 952-8600,https://www.publicschoolreview.com//mcdaniel-delaplaine-school-profile
19104,Overbrook High School,2,13,9~12,"5898 Lancaster Ave Philadelphia, PA 19131",2.5,553,(215) 581-5507,https://www.publicschoolreview.com//overbrook-high-school-profile
19104,Preparatory Cs Of Mathematics Science,7.5,12,9~12,"1928 Point Breeze Avenue Philadelphia, PA 19145",2.5,610,(215) 334-6144,https://www.publicschoolreview.com//preparatory-cs-of-mathematics-science-profile
19104,Charter High School For Architecture And,7.5,12,9~12,"105 S. 7th Street, 5th Floor Philadelphia, PA 19106",2.6,619,(215) 351-2900,https://www.publicschoolreview.com//charter-high-school-for-architecture-and-profile
19104,Constitution High School,27,62,9~12,"18 S 7th St Philadelphia, PA 19106",2.6,391,(215) 351-7310,https://www.publicschoolreview.com//constitution-high-school-profile
19104,Duckrey Tanner School,7.5,14,K~8,"1501 W Diamond St Philadelphia, PA 19121",2.6,660,(215) 684-5066,https://www.publicschoolreview.com//duckrey-tanner-school-profile
19104,Dunbar Paul L School,52,52,PK~8,"1750 N 12th St Philadelphia, PA 19122",2.6,270,(215) 684-5065,https://www.publicschoolreview.com//dunbar-paul-l-school-profile
19104,Independence Charter School,9,17,K~8,"1600 Lombard Street Philadelphia, PA 19146",2.6,814,(215) 238-8000,https://www.publicschoolreview.com//independence-charter-school-profile
19104,Kipp West Philadelphia Preparatory Chart,12,22,5~8,"5900 Baltimore Ave Philadelphia, PA 19143",2.6,360,(215) 294-2973,https://www.publicschoolreview.com//kipp-west-philadelphia-preparatory-chart-profile
19104,Richard Allen Preparatory Charter School,46,65,5~9,"2601 S 58th St Philadelphia, PA 19143",2.6,479,(215) 878-1544,https://www.publicschoolreview.com//richard-allen-preparatory-charter-school-profile
19104,Universal Vare Charter School,11,33,5~8,"2100 South 24th Street Philadelphia, PA 19145",2.6,372,(215) 952-8611,https://www.publicschoolreview.com//universal-vare-charter-school-profile
19104,Anderson Add B School,4,22,PK~8,"1034 S 60th St Philadelphia, PA 19143",2.7,475,(215) 471-2903,https://www.publicschoolreview.com//anderson-add-b-school-profile
19104,Kearny Gen Philip School,11,24,K~8,"601 Fairmount Ave Philadelphia, PA 19123",2.7,328,(215) 351-7343,https://www.publicschoolreview.com//kearny-gen-philip-school-profile
19104,Kipp West Philadelphia Charter School,8,22,K~4,"2412 S 62nd Street Philadelphia, PA 19142",2.7,193,(267) 787-5700,https://www.publicschoolreview.com//kipp-west-philadelphia-charter-school-profile
19104,Mccall Gen George A School,17,27,K~8,"325 S 7th St Philadelphia, PA 19106",2.7,720,(215) 351-7350,https://www.publicschoolreview.com//mccall-gen-george-a-school-profile
19104,Young Scholars Charter School,21.7,36.5,5~8,"900 N Marshall St Philadelphia, PA 19123",2.7,249,(215) 232-9727,https://www.publicschoolreview.com//young-scholars-charter-school-profile
19104,Dobbins Avt High School,67,78,9~12,"2150 West Lehigh Avenue Philadelphia, PA 19132",2.8,597,(215) 227-4421,https://www.publicschoolreview.com//dobbins-avt-high-school-profile
19104,Philadelphia Military Academy At Elverson,7,29,9~12,"2118-2160 N 13th Street Philadelphia, PA 19122",2.8,305,(215) 684-5091,https://www.publicschoolreview.com//philadelphia-military-academy-at-elverson-profile
19104,The Science Leadership Academy At Beeber,5,17,9~12,"5925 Malvern Ave Philadelphia, PA 19131",2.8,482,(215) 979-5320,https://www.publicschoolreview.com//the-science-leadership-academy-at-beeber-profile
19104,Bodine William W High School,34.5,44.5,9~12,"1101 N 4th St Philadelphia, PA 19123",2.9,513,(215) 351-7332,https://www.publicschoolreview.com//bodine-william-w-high-school-profile
19104,Gamp,27,62,5~12,"23rd And Ritner Sts Philadelphia, PA 19145",2.9,614,(215) 952-8590,https://www.publicschoolreview.com//gamp-profile
19104,Girard Stephen School,62,82,K~4,"1800 Snyder Ave Philadelphia, PA 19145",2.9,526,(215) 952-8554,https://www.publicschoolreview.com//girard-stephen-school-profile
19104,Harambee Institute Of Science And Techno,77,90,K~8,"640 N 66th St Philadelphia, PA 19151",2.9,537,(215) 472-8770,https://www.publicschoolreview.com//harambee-institute-of-science-and-techno-profile
19104,Laboratory Charter School,17,27,K~8,"Administrative Office, 5901 Wo Philadelphia, PA 19131",2.9,577,(215) 452-5580,https://www.publicschoolreview.com//laboratory-charter-school-profile
19104,Lewis C Cassidy Academics Plus School,10,36,K~8,"6523 Lansdowne Ave Philadelphia, PA 19151",2.9,407,(215) 581-5506,https://www.publicschoolreview.com//lewis-c-cassidy-academics-plus-school-profile
19104,Ludlow James R School,23,53,PK~8,"550 W Master St Philadelphia, PA 19122",2.9,303,(215) 684-5060,https://www.publicschoolreview.com//ludlow-james-r-school-profile
19104,Mastery Chs - Lenfest Campus,10,17,7~12,"35 S. 4th Street Philadelphia, PA 19144",2.9,587,(215) 922-1902,https://www.publicschoolreview.com//mastery-chs-lenfest-campus-profile
19104,Overbrook Elementary School,22,27,PK~8,"2032 N 62nd St Philadelphia, PA 19151",2.9,234,(215) 581-5691,https://www.publicschoolreview.com//overbrook-elementary-school-profile/19151
19104,Peirce Thomas M School,17,43,PK~6,"2300 W Cambria St Philadelphia, PA 19132",2.9,466,(215) 227-4411,https://www.publicschoolreview.com//peirce-thomas-m-school-profile
19104,Samuel Gompers School,12,37,K~8,"5701 Wynnefield Ave Philadelphia, PA 19131",2.9,335,(215) 581-5503,https://www.publicschoolreview.com//samuel-gompers-school-profile
19104,Meredith William M School,7,16,K~8,"725 S 5th St Philadelphia, PA 19147",3,573,(215) 351-7360,https://www.publicschoolreview.com//meredith-william-m-school-profile
19104,Nebinger George W School,10,31,PK~8,"601 Carpenter St Philadelphia, PA 19147",3,403,(215) 952-6202,https://www.publicschoolreview.com//nebinger-george-w-school-profile
19104,Rhodes E Washington School,76,86,K~8,"2900 W. Clearfield Street Philadelphia, PA 19132",3,552,(215) 227-4402,https://www.publicschoolreview.com//rhodes-e-washington-school-profile
19104,Building 21,41,53,9~12,"6501 Limekiln Pike Philadelphia, PA 19138",3.1,357,(215) 684-2030,https://www.publicschoolreview.com//building-21-profile
19104,Morton Thomas G School,3,11,K~5,"2501 S 63rd St Philadelphia, PA 19142",3.1,618,(215) 727-2164,https://www.publicschoolreview.com//morton-thomas-g-school-profile
19104,Overbrook Edu Center,7.5,32,K~8,"6722 Lansdowne Ave Philadelphia, PA 19151",3.1,259,(215) 581-5890,https://www.publicschoolreview.com//overbrook-edu-center-profile
19104,South Philadelphia High School,8,20,9~12,"2101 S Broad St Philadelphia, PA 19148",3.1,571,(215) 952-6220,https://www.publicschoolreview.com//south-philadelphia-high-school-profile
19104,Technical Freire Charter School,27,52,9~12,"2221 North Broad Street Philadelphia, PA 19132",3.1,415,(267) 507-1111,https://www.publicschoolreview.com//technical-freire-charter-school-profile
19104,The U School: Innovative Lab,7.5,12,9~12,"2000 N 7th St Philadelphia, PA 19122",3.1,281,(215) 684-3266,https://www.publicschoolreview.com//the-u-school-innovative-lab-profile
19104,Catharine Joseph School,17,52,PK~5,"6600 Chester Ave Philadelphia, PA 19142",3.2,560,(215) 727-2155,https://www.publicschoolreview.com//catharine-joseph-school-profile
19104,Christopher Columbus Charter School,10.5,19,K~8,"South Building, 1242-46 S 13th Philadelphia, PA 19147",3.2,859,(215) 389-6000,https://www.publicschoolreview.com//christopher-columbus-charter-school-profile
19104,Kipp Philadelphia Charter School,11,26,K~8,"2539 N. 16th Street Philadelphia, PA 19132",3.2,860,(267) 758-2630,https://www.publicschoolreview.com//kipp-philadelphia-charter-school-profile
19104,Kirkbride Eliza B School,38,69,PK~8,"1501 S 7th St Philadelphia, PA 19147",3.2,577,(215) 952-6214,https://www.publicschoolreview.com//kirkbride-eliza-b-school-profile
19104,Southwark School,16,33,PK~8,"1835 S 9th St Philadelphia, PA 19148",3.2,816,(215) 952-8606,https://www.publicschoolreview.com//southwark-school-profile
19104,Vare-washington Elementary School,41,59,PK~8,"1198 S 5th St Philadelphia, PA 19147",3.2,391,(215) 952-8620,https://www.publicschoolreview.com//vare-washington-elementary-school-profile
19104,Mckinley William School,21,38,PK~8,"2101 N Orkney St Philadelphia, PA 19122",3.3,464,(215) 291-4702,https://www.publicschoolreview.com//mckinley-william-school-profile
19104,Randolph A. Philip Avt High School,35,50,9~12,"3101 Henry Avenue Philadelphia, PA 19129",3.3,479,(215) 227-4407,https://www.publicschoolreview.com//randolph-a-philip-avt-high-school-profile
19104,Stonehurst Hills Elementary School,12,26,1~5,"7051 Ruskin Ln Upper Darby, PA 19082",3.3,550,(610) 626-9111,https://www.publicschoolreview.com//stonehurst-hills-elementary-school-profile
19104,Hartranft John F School,7.5,22,K~8,"720 W Cumberland St Philadelphia, PA 19133",3.4,503,(215) 684-5088,https://www.publicschoolreview.com//hartranft-john-f-school-profile
19104,Jenks Abram School,9,24,K~5,"2501 S 13th St Philadelphia, PA 19148",3.4,291,(215) 952-6224,https://www.publicschoolreview.com//jenks-abram-school-profile
19104,Mastery Cs-clymer Elementary School,18,34,K~6,"1201 W Rush Street Philadelphia, PA 19144",3.4,582,(215) 227-8610,https://www.publicschoolreview.com//mastery-cs-clymer-elementary-school-profile
19104,Moffet John School,67,72,K~5,"127 W Oxford St Philadelphia, PA 19122",3.4,309,(215) 291-4721,https://www.publicschoolreview.com//moffet-john-school-profile
19104,Philadelphia Performing Arts Charter School,11,25,K~12,"2600 S Broad Street Philadelphia, PA 19145",3.4,"2,430",(215) 551-4000,https://www.publicschoolreview.com//philadelphia-performing-arts-charter-school-profile
19104,Tilden William T Middle School,27,42,5~8,"6601 Elmwood Ave Philadelphia, PA 19142",3.4,360,(215) 492-6454,https://www.publicschoolreview.com//tilden-william-t-middle-school-profile
19104,W B Evans Magnet School,41,62,K~6,"900 Baily Rd Lansdowne, PA 19050",3.4,383,(610) 623-5975,https://www.publicschoolreview.com//w-b-evans-magnet-school-profile
19104,Bartram John - Main,5,19,9~12,"2401 S 67th St Philadelphia, PA 19142",3.5,518,(215) 492-6450,https://www.publicschoolreview.com//bartram-john-main-profile
19104,Bregy F Amedee School,20,48,PK~8,"1700 Bigler St Philadelphia, PA 19145",3.5,356,(215) 952-6218,https://www.publicschoolreview.com//bregy-f-amedee-school-profile
19104,Eastern University Academy Charter School,7.5,14,7~12,"3300 Henry Ave. Ste 2, 3 Fall  Philadelphia, PA 19129",3.5,313,(215) 769-3131,https://www.publicschoolreview.com//eastern-university-academy-charter-school-profile
19104,Key Francis Scott School,21,29,K~6,"2230 S 8th St Philadelphia, PA 19148",3.5,461,(215) 952-6216,https://www.publicschoolreview.com//key-francis-scott-school-profile
19104,Mifflin Thomas School,5,32,PK~8,"3624 Conrad St Philadelphia, PA 19129",3.5,329,(215) 951-4007,https://www.publicschoolreview.com//mifflin-thomas-school-profile
19104,Welsh John School,15,30,K~8,"2331 N 4th St Philadelphia, PA 19133",3.5,372,(215) 291-4708,https://www.publicschoolreview.com//welsh-john-school-profile
19104,Kensington Creative & Performing Arts High School,12,42,9~12,"1901 N. Front St Philadelphia, PA 19122",3.6,479,(215) 291-4700,https://www.publicschoolreview.com//kensington-creative-performing-arts-high-school-profile
19104,Adaire Alexander School,6,22,K~8,"1300 E Palmer St Philadelphia, PA 19125",3.7,349,(215) 291-4712,https://www.publicschoolreview.com//adaire-alexander-school-profile
19104,Bell Avenue School,12,17,K~6,"1000 Bell Ave Lansdowne, PA 19050",3.7,344,(610) 284-6100,https://www.publicschoolreview.com//bell-avenue-school-profile
19104,Bywood Elementary School,37,56,1~5,"330 Avon Rd Upper Darby, PA 19082",3.7,683,(610) 352-6842,https://www.publicschoolreview.com//bywood-elementary-school-profile
19104,East Lansdowne Elementary School,12,37,K~6,"401 Emerson Ave Lansdowne, PA 19050",3.7,350,(610) 626-2415,https://www.publicschoolreview.com//east-lansdowne-elementary-school-profile
19104,Furness Horace High School,15,32,9~12,"1900 S 3rd St Philadelphia, PA 19148",3.7,645,(215) 952-6226,https://www.publicschoolreview.com//furness-horace-high-school-profile
19104,Kenderton Elementary School,14,32,K~8,"1500 W Ontario St Philadelphia, PA 19140",3.7,445,(215) 227-4412,https://www.publicschoolreview.com//kenderton-elementary-school-profile
19104,Lamberton Robert E School,27,27,PK~8,"7501 Woodbine Ave Philadelphia, PA 19151",3.7,607,(215) 581-5650,https://www.publicschoolreview.com//lamberton-robert-e-school-profile
19104,Pan American Academy Charter School,5,16,K~8,"2830 North American Street Philadelphia, PA 19133",3.7,743,(215) 763-8870,https://www.publicschoolreview.com//pan-american-academy-charter-school-profile
19104,Bethune Mary Mcleod School,4,18,PK~8,"3301 Old York Rd Philadelphia, PA 19140",3.8,718,(215) 227-4433,https://www.publicschoolreview.com//bethune-mary-mcleod-school-profile
19104,Deburgos Bilingual Magnet Middle School,10,36,K~8,"401 W Lehigh Ave Philadelphia, PA 19133",3.8,855,(215) 291-4065,https://www.publicschoolreview.com//deburgos-bilingual-magnet-middle-school-profile
19104,Fell D Newlin School,4,16,K~8,"900 W Oregon Ave Philadelphia, PA 19148",3.8,552,(215) 952-6237,https://www.publicschoolreview.com//fell-d-newlin-school-profile
19104,Mastery Cs - Thomas Campus,8,19,K~12,"927 Johnston St Philadelphia, PA 19144",3.8,"1,303",(267) 236-0036,https://www.publicschoolreview.com//mastery-cs-thomas-campus-profile
19104,Patterson John M School,38,56,PK~4,"7000 Buist Ave Philadelphia, PA 19142",3.8,598,(215) 492-6453,https://www.publicschoolreview.com//patterson-john-m-school-profile
19104,Penn Treaty School,31,49,6~12,"600 E Thompson St Philadelphia, PA 19125",3.8,524,(215) 291-4715,https://www.publicschoolreview.com//penn-treaty-school-profile
19104,Potter-thomas School,12,32,K~8,"3001 N 6th St Philadelphia, PA 19133",3.8,537,(215) 227-4423,https://www.publicschoolreview.com//potter-thomas-school-profile
19104,Southwest Leadership Academy Charter School,15,30,K~8,"7101 Paschall Ave Philadelphia, PA 19142",3.8,502,(215) 729-1939,https://www.publicschoolreview.com//southwest-leadership-academy-charter-school-profile
19104,Hunter William H School,6,20,PK~8,"2400 N Front St Philadelphia, PA 19133",3.9,564,(215) 291-4710,https://www.publicschoolreview.com//hunter-william-h-school-profile
19104,Mastery Cs - Cleveland Elementary School,13,26,K~8,"3701 N 19th Street Philadelphia, PA 19144",3.9,748,(215) 227-5042,https://www.publicschoolreview.com//mastery-cs-cleveland-elementary-school-profile
19104,Sharswood George School,7,15,PK~8,"2300 S 2nd St Philadelphia, PA 19148",3.9,569,(215) 952-6212,https://www.publicschoolreview.com//sharswood-george-school-profile
19104,Taggart John H School,15,29,PK~8,"400 W Porter St Philadelphia, PA 19148",3.9,480,(215) 952-6228,https://www.publicschoolreview.com//taggart-john-h-school-profile
19104,Wissahickon Charter School,26,42,K~8,"4700 G Wissahickon Ave Philadelphia, PA 19144",3.9,939,(267) 338-1020,https://www.publicschoolreview.com//wissahickon-charter-school-profile
19104,Hackett Horatio B School,16,33,PK~5,"2161 E York Street Philadelphia, PA 19125",4,404,(215) 291-4706,https://www.publicschoolreview.com//hackett-horatio-b-school-profile
19104,Kensington Health Sciences,22,43,9~12,"2463 Emerald St Philadelphia, PA 19125",4,414,(215) 291-5185,https://www.publicschoolreview.com//kensington-health-sciences-profile
19104,Mariana Bracetti Academy Charter School,42,52,K~12,"1840 Torresdale Ave Philadelphia, PA 19124",4,"1,163",(215) 291-4436,https://www.publicschoolreview.com//mariana-bracetti-academy-charter-school-profile
19104,Merion Elementary School,17,27,K~5,"549 S Bowman Ave Merion Station, PA 19066",4,602,(610) 645-1470,https://www.publicschoolreview.com//merion-elementary-school-profile
19104,Beverly Hills Middle School,27,39,6~8,"1400 Garrett Rd Upper Darby, PA 19082",4.1,"1,462",(610) 626-9317,https://www.publicschoolreview.com//beverly-hills-middle-school-profile
19104,Brown Henry A School,84,90,PK~8,"1946 E Sergeant St Philadelphia, PA 19125",4.1,494,(215) 291-4717,https://www.publicschoolreview.com//brown-henry-a-school-profile
19104,Cook-wissahickon School,15,39,PK~8,"201 E Salaignac St Philadelphia, PA 19128",4.1,457,(215) 487-4463,https://www.publicschoolreview.com//cook-wissahickon-school-profile
19104,Cooper's Poynt Family School,23,37,PK~8,"201 State Street Camden, NJ 08102",4.1,446,(856) 966-5370,https://www.publicschoolreview.com//cooper-s-poynt-family-school-profile
